Timestamp,Latitude,Longitude,#Responders,Police,Priority,Service Time
2014-09-01 00:00:00-05:00,41.936194823,-87.7431383,2,1,1,0 days 00:19:00
2014-09-01 00:00:00-05:00,41.794055357,-87.75378443,2,1,1,0 days 00:29:00
2014-09-01 00:00:00-05:00,41.805813641,-87.666115928,2,0,3,0 days 00:14:00
2014-09-01 00:00:00-05:00,41.929796414,-87.708597684,2,0,3,0 days 00:22:00
2014-09-01 00:00:00-05:00,41.719137414,-87.549184917,2,0,3,0 days 00:23:00
2014-09-01 00:00:00-05:00,41.894775654,-87.77093459700001,2,1,2,0 days 00:24:00
2014-09-01 00:00:00-05:00,41.953642088,-87.767016793,2,0,3,0 days 00:15:00
2014-09-01 00:00:00-05:00,41.721223961,-87.66198436200001,2,0,3,0 days 00:18:00
2014-09-01 00:00:00-05:00,41.875883295,-87.709637084,2,0,3,0 days 00:30:00
2014-09-01 00:00:00-05:00,41.752243051,-87.605227129,2,0,3,0 days 00:22:00
2014-09-01 00:00:00-05:00,41.740915815,-87.638673175,2,0,3,0 days 00:29:00
2014-09-01 00:00:00-05:00,41.885503844,-87.62793544799999,2,0,3,0 days 00:26:00
2014-09-01 00:00:00-05:00,41.731266589,-87.661714941,2,0,3,0 days 00:26:00
2014-09-01 00:00:00-05:00,41.877650835,-87.74827089700001,2,0,3,0 days 00:19:00
2014-09-01 00:00:00-05:00,41.975120811,-87.84331968,2,0,3,0 days 00:23:00
2014-09-01 00:00:00-05:00,41.932752256,-87.720880469,2,0,3,0 days 00:27:00
2014-09-01 00:00:00-05:00,41.898899891999996,-87.769183038,2,1,1,0 days 00:23:00
2014-09-01 00:01:00-05:00,41.852491274,-87.71624374,2,0,3,0 days 00:27:00
2014-09-01 00:01:00-05:00,41.873107691,-87.74584495100001,2,1,2,0 days 00:19:00
2014-09-01 00:01:00-05:00,41.747540701999995,-87.562526332,2,0,3,0 days 00:26:00
2014-09-01 00:01:00-05:00,41.975641251999996,-87.789475845,2,0,3,0 days 00:21:00
2014-09-01 00:01:00-05:00,42.002021164,-87.814960826,2,0,3,0 days 00:31:00
