Timestamp,Latitude,Longitude,#Units,Police,Priority,Service Time
2014-10-01 00:00:00-05:00,41.94193416,-87.72237681,1,0,3,0 days 00:27:00
2014-10-01 00:00:00-05:00,41.765444001,-87.62690618100001,1,0,3,0 days 00:16:00
2014-10-01 00:00:00-05:00,41.999013245,-87.661879406,2,1,2,0 days 00:19:00
2014-10-01 00:00:00-05:00,41.658616407,-87.60545568100001,2,0,3,0 days 00:34:00
2014-10-01 00:00:00-05:00,41.754327341,-87.640053181,3,1,1,0 days 00:29:00
2014-10-01 00:00:00-05:00,41.731794648000005,-87.604703396,2,0,3,0 days 00:22:00
2014-10-01 00:00:00-05:00,41.754516631,-87.686632305,2,0,3,0 days 00:28:00
2014-10-01 00:00:00-05:00,41.870861476,-87.714231302,1,0,3,0 days 00:26:00
2014-10-01 00:00:00-05:00,41.788396314,-87.622305368,2,0,3,0 days 00:24:00
2014-10-01 00:00:00-05:00,41.807285018,-87.60432545,2,1,2,0 days 00:19:00
2014-10-01 00:00:00-05:00,41.801313866,-87.62101095700001,3,1,2,0 days 00:28:00
2014-10-01 00:00:00-05:00,41.901600422,-87.682101422,2,1,2,0 days 00:21:00
2014-10-01 00:00:00-05:00,41.794264145999996,-87.648596565,2,0,3,0 days 00:19:00
2014-10-01 00:00:00-05:00,41.788987036,-87.74147999,3,1,2,0 days 00:25:00
2014-10-01 00:00:00-05:00,41.928420624,-87.702904045,2,0,3,0 days 00:24:00
2014-10-01 00:00:00-05:00,41.804966249,-87.741861114,2,0,3,0 days 00:38:00
2014-10-01 00:00:00-05:00,41.795963538,-87.76605999600001,1,0,3,0 days 00:20:00
2014-10-01 00:00:00-05:00,41.75225751,-87.636773477,2,1,2,0 days 00:29:00
2014-10-01 00:00:00-05:00,41.974861952,-87.89037215100001,2,0,3,0 days 00:23:00
2014-10-01 00:00:00-05:00,41.806392884,-87.65397658,2,0,3,0 days 00:25:00
2014-10-01 00:00:00-05:00,41.707684783000005,-87.68906117799999,2,0,3,0 days 00:20:00
2014-10-01 00:01:00-05:00,41.897712072,-87.749505642,1,0,3,0 days 00:22:00
2014-10-01 00:01:00-05:00,41.911954331,-87.76309062600001,2,1,1,0 days 00:27:00
2014-10-01 00:01:00-05:00,41.996422338,-87.691064585,3,1,2,0 days 00:26:00
2014-10-01 00:01:00-05:00,41.910272317,-87.691381528,2,1,2,0 days 00:28:00
2014-10-01 00:01:00-05:00,41.744964267,-87.603788658,2,0,3,0 days 00:23:00
2014-10-01 00:01:00-05:00,41.702701966999996,-87.6111987,1,0,3,0 days 00:26:00
2014-10-01 00:01:00-05:00,41.855801352,-87.716336725,2,0,3,0 days 00:32:00
2014-10-01 00:01:00-05:00,41.687904046,-87.64832337799999,2,0,3,0 days 00:18:00
2014-10-01 00:01:00-05:00,41.846959858000005,-87.618893608,1,0,3,0 days 00:27:00
2014-10-01 00:01:00-05:00,41.902914461,-87.774180266,2,0,3,0 days 00:25:00
2014-10-01 00:01:00-05:00,41.964262868,-87.64830521100001,2,0,3,0 days 00:21:00
