Timestamp,Latitude,Longitude,#Responders,Police,Priority,Service Time
2014-12-08 00:00:00-06:00,41.877498048,-87.760422768,2,0,3,0 days 00:21:00
2014-12-08 00:00:00-06:00,41.742372496,-87.546634127,2,1,2,0 days 00:14:00
2014-12-08 00:00:00-06:00,41.719901014,-87.56349042,2,0,3,0 days 00:27:00
2014-12-08 00:00:00-06:00,41.861711152,-87.707972346,2,0,3,0 days 00:23:00
2014-12-08 00:00:00-06:00,41.979006297,-87.906463155,2,0,3,0 days 00:28:00
2014-12-08 00:00:00-06:00,41.922873324,-87.770816528,2,1,2,0 days 00:24:00
2014-12-08 00:00:00-06:00,41.765112906999995,-87.590085995,2,0,3,0 days 00:23:00
2014-12-08 00:00:00-06:00,41.846421745,-87.63311412600001,2,0,3,0 days 00:19:00
2014-12-08 00:01:00-06:00,41.800709473000005,-87.585922883,2,0,3,0 days 00:25:00
2014-12-08 00:01:00-06:00,41.772133486,-87.735490845,2,1,2,0 days 00:24:00
2014-12-08 00:01:00-06:00,41.798655711,-87.691495503,2,0,3,0 days 00:29:00
2014-12-08 00:01:00-06:00,41.783778041,-87.684985376,2,0,3,0 days 00:19:00
2014-12-08 00:01:00-06:00,41.972615297,-87.66349531200001,2,0,3,0 days 00:26:00
2014-12-08 00:01:00-06:00,41.692833841,-87.60431945,2,0,3,0 days 00:26:00
2014-12-08 00:05:00-06:00,41.926331366999996,-87.726160024,2,0,3,0 days 00:22:00
2014-12-08 00:05:00-06:00,41.988943254,-87.77592194799999,2,0,3,0 days 00:24:00
2014-12-08 00:09:00-06:00,41.965770975,-87.687390344,2,0,3,0 days 00:19:00
2014-12-08 00:15:00-06:00,41.926354945,-87.774585636,2,0,3,0 days 00:26:00
2014-12-08 00:18:00-06:00,41.752345863,-87.608901755,2,0,3,0 days 00:23:00
2014-12-08 00:27:00-06:00,41.749500119000004,-87.60112442100001,2,0,3,0 days 00:17:00
2014-12-08 00:30:00-06:00,41.808324708,-87.624432552,2,1,2,0 days 00:20:00
2014-12-08 00:30:00-06:00,41.776967637,-87.767752571,2,1,2,0 days 00:23:00
2014-12-08 00:30:00-06:00,41.750843608000004,-87.60395296600001,2,1,1,0 days 00:35:00
2014-12-08 00:30:00-06:00,41.834559716,-87.718192051,2,0,3,0 days 00:27:00
2014-12-08 00:42:46-06:00,41.80071755411037,-87.6948843428955,2,1,1,0 days 01:10:00
2014-12-08 01:00:00-06:00,41.933155416,-87.689241046,2,0,3,0 days 00:18:00
2014-12-08 01:00:00-06:00,41.975270257,-87.655770375,2,0,3,0 days 00:18:00
2014-12-08 01:00:00-06:00,41.77266371,-87.60701616700001,2,1,1,0 days 00:22:00
2014-12-08 01:00:00-06:00,41.670002157,-87.640446289,2,0,3,0 days 00:15:00
2014-12-08 01:00:00-06:00,41.863276227,-87.64205300200001,2,1,2,0 days 00:24:00
2014-12-08 01:00:00-06:00,41.972621642,-87.73678957,2,0,3,0 days 00:23:00
2014-12-08 01:01:00-06:00,41.868180939,-87.709271389,2,0,3,0 days 00:18:00
2014-12-08 01:11:00-06:00,41.767448959,-87.585957168,2,1,1,0 days 00:19:00
2014-12-08 01:19:00-06:00,41.777714646999996,-87.779129718,2,0,3,0 days 00:18:00
2014-12-08 01:24:00-06:00,41.749133553,-87.577154713,2,0,3,0 days 00:20:00
2014-12-08 01:25:00-06:00,41.677478385,-87.631057336,2,0,3,0 days 00:25:00
2014-12-08 01:25:00-06:00,41.677478385,-87.631057336,2,0,3,0 days 00:28:00
2014-12-08 01:25:00-06:00,41.677478385,-87.631057336,2,0,3,0 days 00:27:00
2014-12-08 01:27:00-06:00,41.793571051,-87.62081799200001,2,0,3,0 days 00:24:00
2014-12-08 01:28:00-06:00,41.775885948,-87.599742865,2,1,2,0 days 00:23:00
2014-12-08 01:30:00-06:00,41.919356412,-87.77556160600001,2,1,1,0 days 00:20:00
2014-12-08 01:34:00-06:00,41.836154808,-87.651709702,2,0,3,0 days 00:22:00
2014-12-08 01:40:00-06:00,41.932142953,-87.766277214,2,1,2,0 days 00:26:00
2014-12-08 01:47:00-06:00,41.968800226,-87.73544995799999,2,1,2,0 days 00:20:00
2014-12-08 02:00:00-06:00,41.769382055,-87.68948162299999,2,0,3,0 days 00:24:00
2014-12-08 02:00:00-06:00,41.701453351,-87.718283179,2,1,2,0 days 00:22:00
2014-12-08 02:00:00-06:00,41.965455324000004,-87.65316812100001,2,0,3,0 days 00:31:00
2014-12-08 02:00:00-06:00,41.703437976,-87.60389573200001,2,0,3,0 days 00:20:00
2014-12-08 02:00:00-06:00,41.875625633,-87.62945039600001,2,1,1,0 days 00:22:00
2014-12-08 02:00:00-06:00,41.920731952,-87.769519891,2,1,2,0 days 00:26:00
2014-12-08 02:00:00-06:00,41.879269561,-87.69463322600001,2,0,3,0 days 00:21:00
2014-12-08 02:09:00-06:00,41.937805046,-87.755421361,2,1,2,0 days 00:27:00
2014-12-08 02:20:00-06:00,41.685658069,-87.668698762,2,0,3,0 days 00:32:00
2014-12-08 02:28:00-06:00,41.751198244,-87.572315031,2,0,3,0 days 00:19:00
2014-12-08 02:28:00-06:00,41.912757465,-87.69808732899999,2,0,3,0 days 00:19:00
2014-12-08 02:28:00-06:00,41.925242688000004,-87.734144409,2,0,3,0 days 00:21:00
2014-12-08 02:30:00-06:00,41.880960201,-87.77468384,2,1,2,0 days 00:22:00
2014-12-08 02:30:00-06:00,41.846399182,-87.699643405,2,0,3,0 days 00:19:00
2014-12-08 02:32:00-06:00,41.772171623,-87.665680181,2,0,3,0 days 00:27:00
2014-12-08 02:40:00-06:00,41.909491442,-87.68719757299999,2,1,1,0 days 00:19:00
2014-12-08 02:50:00-06:00,41.801358629,-87.66169868899999,2,0,3,0 days 00:22:00
2014-12-08 03:00:00-06:00,41.709117304,-87.56452735399999,2,0,3,0 days 00:21:00
2014-12-08 03:00:00-06:00,41.699244366,-87.620911801,2,1,2,0 days 00:27:00
