Timestamp,Latitude,Longitude,#Responders,Police,Priority,Service Time
2014-01-01 00:00:00-06:00,41.799223285,-87.62420646700001,2,0,3,0 days 00:25:00
2014-01-01 00:00:00-06:00,41.986005468,-87.776745741,2,0,3,0 days 00:22:00
2014-01-01 00:00:00-06:00,41.885888079000004,-87.62794223799999,2,0,3,0 days 00:23:00
2014-01-01 00:00:00-06:00,41.72432503,-87.634818725,2,0,3,0 days 00:20:00
2014-01-01 00:00:00-06:00,41.939349549,-87.749357551,2,1,1,0 days 00:17:00
2014-01-01 00:00:00-06:00,41.748271347,-87.641532865,2,1,2,0 days 00:42:00
2014-01-01 00:00:00-06:00,41.915410072,-87.68367318600001,2,0,3,0 days 00:25:00
2014-01-01 00:00:00-06:00,41.870639199,-87.710679384,2,0,3,0 days 00:27:00
2014-01-01 00:00:00-06:00,41.668892519,-87.625433648,2,0,3,0 days 00:24:00
2014-01-01 00:00:00-06:00,41.872924943,-87.744991122,2,1,2,0 days 00:20:00
2014-01-01 00:00:00-06:00,41.8148921,-87.69073181,2,1,1,0 days 00:19:00
2014-01-01 00:00:00-06:00,41.92879285,-87.72200611,2,1,1,0 days 00:21:00
2014-01-01 00:00:00-06:00,41.879691121,-87.731529667,2,0,3,0 days 00:22:00
2014-01-01 00:00:00-06:00,41.730983053,-87.57678878,2,0,3,0 days 00:19:00
2014-01-01 00:00:00-06:00,41.73203018,-87.6085329,2,1,1,0 days 00:28:00
2014-01-01 00:00:00-06:00,41.923592987,-87.65142654899999,2,1,2,0 days 00:23:00
2014-01-01 00:00:00-06:00,41.655301899,-87.605127072,2,1,1,0 days 00:23:00
2014-01-01 00:00:00-06:00,41.839888713,-87.644635092,2,0,3,0 days 00:24:00
2014-01-01 00:00:00-06:00,41.846476121,-87.65358571200001,2,0,3,0 days 00:26:00
2014-01-01 00:00:00-06:00,41.752214499000004,-87.660877266,2,0,3,0 days 00:27:00
2014-01-01 00:00:00-06:00,41.865363802,-87.730041355,2,0,3,0 days 00:28:00
2014-01-01 00:00:00-06:00,41.903197158000005,-87.752082171,2,1,1,0 days 00:24:00
2014-01-01 00:00:00-06:00,41.903894736,-87.728800805,2,0,3,0 days 00:27:00
2014-01-01 00:00:00-06:00,41.763305308,-87.559870854,2,0,3,0 days 00:18:00
2014-01-01 00:00:00-06:00,41.74574008,-87.664535966,2,0,3,0 days 00:23:00
2014-01-01 00:00:00-06:00,41.886372152,-87.709700336,2,0,3,0 days 00:27:00
2014-01-01 00:00:00-06:00,41.867127809,-87.721121741,2,0,3,0 days 00:24:00
2014-01-01 00:00:00-06:00,41.959370747,-87.706566166,2,1,1,0 days 00:17:00
2014-01-01 00:00:00-06:00,41.764158359,-87.67472900700001,2,0,3,0 days 00:25:00
2014-01-01 00:00:00-06:00,41.776978194,-87.64957237200001,2,0,3,0 days 00:25:00
2014-01-01 00:00:00-06:00,41.797663405,-87.620919358,2,0,3,0 days 00:20:00
2014-01-01 00:00:00-06:00,41.813200001,-87.66874278799999,2,1,1,0 days 00:25:00
2014-01-01 00:00:00-06:00,41.801913694,-87.590497075,2,1,1,0 days 00:23:00
2014-01-01 00:00:00-06:00,41.948854721,-87.74758350299999,2,1,1,0 days 00:27:00
2014-01-01 00:00:00-06:00,41.994692911,-87.695882642,2,0,3,0 days 00:26:00
2014-01-01 00:00:00-06:00,41.954239833,-87.72923333,2,0,3,0 days 00:25:00
2014-01-01 00:00:00-06:00,41.793303313,-87.716349736,2,1,1,0 days 00:25:00
2014-01-01 00:00:00-06:00,41.762315831,-87.597661586,2,0,3,0 days 00:22:00
2014-01-01 00:00:00-06:00,41.793303313,-87.716349736,2,1,1,0 days 00:32:00
2014-01-01 00:00:00-06:00,41.718972951,-87.534077494,2,0,3,0 days 00:26:00
2014-01-01 00:00:00-06:00,41.950922055,-87.813312722,2,0,3,0 days 00:24:00
2014-01-01 00:00:00-06:00,41.791747234,-87.65966848299999,2,0,3,0 days 00:24:00
2014-01-01 00:00:00-06:00,41.926954091,-87.65086893799999,2,1,2,0 days 00:20:00
2014-01-01 00:00:00-06:00,41.857615582,-87.680158174,2,0,3,0 days 00:26:00
2014-01-01 00:00:00-06:00,41.805322323,-87.603808532,2,0,3,0 days 00:27:00
2014-01-01 00:00:00-06:00,41.742970406,-87.67105412299999,2,0,3,0 days 00:18:00
2014-01-01 00:00:00-06:00,41.967011098,-87.715768556,2,1,2,0 days 00:23:00
2014-01-01 00:00:00-06:00,41.939001345,-87.805536709,2,0,3,0 days 00:33:00
2014-01-01 00:00:00-06:00,41.659141351,-87.604278728,2,0,3,0 days 00:18:00
2014-01-01 00:00:00-06:00,41.88705768,-87.64751474200001,2,1,2,0 days 00:17:00
2014-01-01 00:00:00-06:00,41.893541578000004,-87.629701805,2,1,2,0 days 00:25:00
2014-01-01 00:00:00-06:00,41.734390118,-87.591733619,2,0,3,0 days 00:15:00
2014-01-01 00:00:00-06:00,41.752918471,-87.577234893,2,0,3,0 days 00:25:00
2014-01-01 00:00:00-06:00,41.886496975,-87.699915689,2,0,3,0 days 00:29:00
2014-01-01 00:00:00-06:00,41.706208483000005,-87.62697638799999,2,0,3,0 days 00:27:00
