Timestamp,Latitude,Longitude,#Responders,Police,Priority,Service Time
2014-04-12 00:00:00-05:00,41.7627041,-87.644350483,2,0,3,0 days 00:30:00
2014-04-12 00:00:00-05:00,41.732913251999996,-87.57319037299999,2,0,3,0 days 00:28:00
2014-04-12 00:00:00-05:00,41.787719012,-87.726718041,2,0,3,0 days 00:23:00
2014-04-12 00:00:00-05:00,41.903203902,-87.67646847600001,2,1,2,0 days 00:35:00
2014-04-12 00:00:00-05:00,41.685120176999995,-87.638991784,2,1,1,0 days 00:12:00
2014-04-12 00:00:00-05:00,41.70824520000001,-87.646514386,2,0,3,0 days 00:19:00
2014-04-12 00:01:00-05:00,41.873027117,-87.730299749,2,0,3,0 days 00:29:00
2014-04-12 00:01:00-05:00,41.833252819,-87.651028627,2,0,3,0 days 00:16:00
2014-04-12 00:01:00-05:00,41.938302125999996,-87.67831366200001,2,1,2,0 days 00:25:00
2014-04-12 00:01:00-05:00,41.725119273000004,-87.610596058,2,1,1,0 days 00:23:00
2014-04-12 00:01:00-05:00,41.753567661999995,-87.564645811,2,0,3,0 days 00:22:00
2014-04-12 00:01:00-05:00,41.897821714,-87.770364251,2,1,2,0 days 00:18:00
2014-04-12 00:01:00-05:00,41.89799967,-87.72249456200001,2,0,3,0 days 00:23:00
2014-04-12 00:01:00-05:00,41.804888588000004,-87.740636784,2,1,2,0 days 00:21:00
2014-04-12 00:02:00-05:00,41.944467329,-87.654975507,2,0,3,0 days 00:24:00
2014-04-12 00:05:00-05:00,41.825705454,-87.61360448399999,2,1,1,0 days 00:19:00
2014-04-12 00:05:00-05:00,41.809376754,-87.70523905399999,2,0,3,0 days 00:28:00
2014-04-12 00:05:00-05:00,41.925920571999995,-87.658475592,2,1,2,0 days 00:29:00
2014-04-12 00:05:00-05:00,41.896176088000004,-87.660853065,2,0,3,0 days 00:23:00
2014-04-12 00:08:00-05:00,41.747971436,-87.73158511700001,2,0,3,0 days 00:16:00
2014-04-12 00:10:00-05:00,41.966029543000005,-87.65886507200001,2,0,3,0 days 00:24:00
2014-04-12 00:15:00-05:00,41.760980375,-87.640648655,2,0,3,0 days 00:28:00
2014-04-12 00:15:00-05:00,41.656816459,-87.608549821,2,0,3,0 days 00:25:00
2014-04-12 00:15:00-05:00,41.73889746,-87.568059786,2,1,1,0 days 00:23:00
2014-04-12 00:15:00-05:00,41.773392627,-87.67133515100001,2,0,3,0 days 00:23:00
2014-04-12 00:17:00-05:00,41.785199274,-87.733946809,2,0,3,0 days 00:25:00
2014-04-12 00:20:00-05:00,41.785199274,-87.733946809,2,0,3,0 days 00:23:00
2014-04-12 00:20:00-05:00,41.761265521999995,-87.66422083200001,2,0,3,0 days 00:26:00
2014-04-12 00:20:00-05:00,41.880991939,-87.704394994,2,0,3,0 days 00:25:00
2014-04-12 00:25:00-05:00,41.740839273,-87.64740198700001,2,0,3,0 days 00:18:00
2014-04-12 00:26:00-05:00,41.96843579,-87.710264791,2,0,3,0 days 00:21:00
2014-04-12 00:30:00-05:00,41.782822405,-87.652153855,2,1,2,0 days 00:21:00
2014-04-12 00:30:00-05:00,41.792315746999996,-87.62240140200001,2,1,2,0 days 00:33:00
2014-04-12 00:35:00-05:00,41.860060177,-87.73233048799999,2,0,3,0 days 00:23:00
2014-04-12 00:40:00-05:00,41.884605834,-87.732008694,2,0,3,0 days 00:24:00
2014-04-12 00:45:00-05:00,41.97008868,-87.76269009100001,2,0,3,0 days 00:29:00
2014-04-12 00:47:00-05:00,41.721568583,-87.603287781,2,1,1,0 days 00:28:00
2014-04-12 00:47:00-05:00,41.969326226999996,-87.65482581399999,2,1,2,0 days 00:20:00
2014-04-12 00:50:00-05:00,41.960239211,-87.711852091,2,0,3,0 days 00:25:00
2014-04-12 00:52:00-05:00,41.779804901999995,-87.64133703,2,1,2,0 days 00:24:00
2014-04-12 01:00:00-05:00,41.917309067,-87.71447333100001,2,1,2,0 days 00:31:00
2014-04-12 01:00:00-05:00,41.941719481,-87.735287668,2,0,3,0 days 00:26:00
2014-04-12 01:00:00-05:00,41.706802441,-87.617411526,2,1,1,0 days 00:18:00
2014-04-12 01:00:00-05:00,41.949837364000004,-87.658635101,2,1,2,0 days 00:23:00
2014-04-12 01:00:00-05:00,41.888936223,-87.75606770200001,2,0,3,0 days 00:32:00
2014-04-12 01:00:00-05:00,41.917145807,-87.72812095299999,2,1,1,0 days 00:23:00
2014-04-12 01:00:00-05:00,41.954833884,-87.701934263,2,1,2,0 days 00:20:00
2014-04-12 01:00:00-05:00,41.917272112,-87.665746145,2,0,3,0 days 00:21:00
2014-04-12 01:00:00-05:00,41.97635241,-87.80305494,2,1,2,0 days 00:20:00
2014-04-12 01:00:00-05:00,41.893179585,-87.634686145,2,0,3,0 days 00:28:00
2014-04-12 01:00:00-05:00,41.943108594,-87.649366085,2,1,2,0 days 00:16:00
2014-04-12 01:00:00-05:00,41.838592776,-87.73567267700001,2,1,2,0 days 00:16:00
2014-04-12 01:00:00-05:00,41.907643816,-87.709390485,2,0,3,0 days 00:17:00
2014-04-12 01:04:00-05:00,41.932812131999995,-87.64429052,2,0,3,0 days 00:31:00
2014-04-12 01:09:00-05:00,41.903892594,-87.631906111,2,0,3,0 days 00:22:00
2014-04-12 01:10:00-05:00,41.802076636,-87.680568494,2,1,2,0 days 00:21:00
2014-04-12 01:14:00-05:00,41.722807143000004,-87.64203319100001,2,0,3,0 days 00:21:00
2014-04-12 01:15:00-05:00,41.909211303,-87.779029796,2,1,1,0 days 00:33:00
2014-04-12 01:20:00-05:00,41.742242803,-87.67051563,2,0,3,0 days 00:26:00
2014-04-12 01:20:00-05:00,41.771413286,-87.654287147,2,0,3,0 days 00:19:00
2014-04-12 01:20:00-05:00,41.888131743,-87.62954816700001,2,0,3,0 days 00:26:00
2014-04-12 01:25:00-05:00,42.019436561999996,-87.67917817,2,0,3,0 days 00:20:00
2014-04-12 01:30:00-05:00,41.973991654,-87.763938696,2,0,3,0 days 00:24:00
2014-04-12 01:30:00-05:00,41.87755665,-87.68572378,2,1,1,0 days 00:23:00
2014-04-12 01:30:00-05:00,41.751383531,-87.552889749,2,0,3,0 days 00:24:00
2014-04-12 01:30:00-05:00,41.752383118000004,-87.649459653,2,0,3,0 days 00:23:00
2014-04-12 01:30:00-05:00,41.744959786,-87.65874701700001,2,0,3,0 days 00:23:00
2014-04-12 01:40:00-05:00,41.936671114,-87.719872686,2,0,3,0 days 00:21:00
2014-04-12 01:41:00-05:00,41.876554708,-87.763317302,2,0,3,0 days 00:25:00
2014-04-12 01:42:00-05:00,41.86469347,-87.651436025,2,0,3,0 days 00:26:00
2014-04-12 01:45:00-05:00,41.80207296,-87.680887615,2,0,3,0 days 00:22:00
2014-04-12 01:45:00-05:00,41.94746111,-87.645264985,2,0,3,0 days 00:23:00
2014-04-12 01:45:00-05:00,41.794672085,-87.623570871,2,0,3,0 days 00:27:00
